14
20 79
14 6 27
7 10 64
17 21 49
23 16 97
10 10 94
15 30 88
16 21 95
6 5 57
26 15 34
25 14 42
4 22 9
9 28 20
14 1 69
4 31 77
13 12 14
6 16 36
11 28 64
6 1 47
18 27 67
5 23 21
24 20 83
16 29 59
10 3 46
3 12 91
23 10 1
24 17 14
31 29 55
31 28 79
24 5 30
31 25 30
15 9 52
11 2 34
18 10 96
21 1 35
7 17 59
4 26 86
22 29 29
26 27 4
27 30 80
17 26 10
31 27 58
8 11 19
22 27 47
9 12 84
30 29 73
3 25 25
8 16 80
2 23 52
4 5 10
1 25 53
19 26 34
21 26 18
1 24 78
5 27 37
14 24 75
9 16 61
24 11 43
26 18 56
18 14 68
20 27 37
30 23 43
16 20 5
25 8 41
20 21 5
30 8 57
3 8 81
1 31 57
1 13 16
24 26 90
21 37
1 2 517
2 3 669
3 4 785
4 5 517
5 6 556
6 7 524
7 8 768
8 9 632
9 10 905
10 11 135
11 12 829
12 13 858
13 14 712
14 15 966
15 16 468
16 17 719
17 18 498
18 19 13
19 20 25
20 21 756
21 4 88
21 18 4
6 1 1
12 17 76
15 12 87
10 12 39
12 12 40
19 18 16
1 15 52
8 11 5
9 3 45
20 1 52
20 14 26
11 5 65
18 1 16
5 18 98
18 12 5
